Mod:Item:MetaData, Localized Name
buildcraftsilicon:plug_facade:0, Фасад: Подземный пол
buildcraftsilicon:plug_facade:0, Фасад: Подземный пол
buildcraftsilicon:plug_facade:0, Фасад: Прозрачное облако
buildcraftsilicon:plug_facade:0, Фасад: Прозрачное облако
buildcraftsilicon:plug_facade:0, Фасад: Block of Graphite
buildcraftsilicon:plug_facade:0, Фасад: Block of Graphite
buildcraftsilicon:plug_facade:0, Фасад: Block of Charcoal
buildcraftsilicon:plug_facade:0, Фасад: Block of Charcoal
buildcraftsilicon:plug_facade:0, Фасад: Quarry Fixer
buildcraftsilicon:plug_facade:0, Фасад: Quarry Fixer
buildcraftsilicon:plug_facade:0, Фасад: Quarry Fixer
buildcraftsilicon:plug_facade:0, Фасад: Quarry Fixer
buildcraftsilicon:plug_facade:0, Фасад: Quarry Fixer
buildcraftsilicon:plug_facade:0, Фасад: Quarry Fixer
buildcraftsilicon:plug_facade:0, Фасад: Quarry Fixer
buildcraftsilicon:plug_facade:0, Фасад: Quarry Fixer
buildcraftsilicon:plug_facade:0, Фасад: Quarry Fixer
buildcraftsilicon:plug_facade:0, Фасад: Quarry Fixer
buildcraftsilicon:plug_facade:0, Фасад: Quarry Fixer
buildcraftsilicon:plug_facade:0, Фасад: Quarry Fixer
buildcraftsilicon:plug_facade:0, Фасад: Quarry Fixer
buildcraftsilicon:plug_facade:0, Фасад: Quarry Fixer
buildcraftsilicon:plug_facade:0, Фасад: Quarry Fixer
buildcraftsilicon:plug_facade:0, Фасад: Quarry Fixer
buildcraftsilicon:plug_facade:0, Фасад: Block of Sulfur
buildcraftsilicon:plug_facade:0, Фасад: Block of Sulfur
buildcraftsilicon:plug_facade:0, Фасад: Variable Redstone Emitter
buildcraftsilicon:plug_facade:0, Фасад: Variable Redstone Emitter
buildcraftsilicon:plug_facade:0, Фасад: Variable Redstone Emitter
buildcraftsilicon:plug_facade:0, Фасад: Variable Redstone Emitter
buildcraftsilicon:plug_facade:0, Фасад: Variable Redstone Emitter
buildcraftsilicon:plug_facade:0, Фасад: Variable Redstone Emitter
buildcraftsilicon:plug_facade:0, Фасад: Variable Redstone Emitter
buildcraftsilicon:plug_facade:0, Фасад: Variable Redstone Emitter
buildcraftsilicon:plug_facade:0, Фасад: Variable Redstone Emitter
buildcraftsilicon:plug_facade:0, Фасад: Variable Redstone Emitter
buildcraftsilicon:plug_facade:0, Фасад: Variable Redstone Emitter
buildcraftsilicon:plug_facade:0, Фасад: Variable Redstone Emitter
buildcraftsilicon:plug_facade:0, Фасад: Variable Redstone Emitter
buildcraftsilicon:plug_facade:0, Фасад: Variable Redstone Emitter
buildcraftsilicon:plug_facade:0, Фасад: Variable Redstone Emitter
buildcraftsilicon:plug_facade:0, Фасад: Variable Redstone Emitter
buildcraftsilicon:plug_facade:0, Фасад: Variable Redstone Emitter
buildcraftsilicon:plug_facade:0, Фасад: Variable Redstone Emitter
buildcraftsilicon:plug_facade:0, Фасад: Variable Redstone Emitter
buildcraftsilicon:plug_facade:0, Фасад: Variable Redstone Emitter
buildcraftsilicon:plug_facade:0, Фасад: Variable Redstone Emitter
buildcraftsilicon:plug_facade:0, Фасад: Variable Redstone Emitter
buildcraftsilicon:plug_facade:0, Фасад: Variable Redstone Emitter
buildcraftsilicon:plug_facade:0, Фасад: Variable Redstone Emitter
buildcraftsilicon:plug_facade:0, Фасад: Variable Redstone Emitter
buildcraftsilicon:plug_facade:0, Фасад: Variable Redstone Emitter
buildcraftsilicon:plug_facade:0, Фасад: Variable Redstone Emitter
buildcraftsilicon:plug_facade:0, Фасад: Variable Redstone Emitter
buildcraftsilicon:plug_facade:0, Фасад: Variable Redstone Emitter
buildcraftsilicon:plug_facade:0, Фасад: Variable Redstone Emitter
buildcraftsilicon:plug_facade:0, Фасад: Variable Redstone Emitter
buildcraftsilicon:plug_facade:0, Фасад: Variable Redstone Emitter
additionalpipes:dog_deaggravator, Dog Deaggravator
additionalpipes:teleport_tether, Телепорт тизер
additionalpipes:pipe_items_addition:0, Дополнительная транспортная труба
additionalpipes:pipe_items_adv_wood:0, Продвинутая деревянная транспортная труба
additionalpipes:pipe_items_closed:0, Закрытая транспортная труба
additionalpipes:pipe_items_distribution:0, Распределяющая транспортная труба
additionalpipes:pipe_items_gravity_feed:0, Gravity Feed Transport Pipe
additionalpipes:pipe_items_priority:0, Приоритетная вводящая труба
additionalpipes:pipe_items_jeweled:0, Jeweled Transport Pipe
additionalpipes:pipe_items_teleport:0, Предметная телепортирующая труба
additionalpipes:pipe_fluids_teleport:0, Жидкостная телепортирующая труба
additionalpipes:pipe_items_switch:0, Переключающая транспортная труба
additionalpipes:pipe_fluids_switch:0, Переключающая жидкостная труба
additionalpipes:pipe_power_switch:0, Переключающая энергетическая труба
additionalpipes:pipe_fluids_water_pump:0, Водяная помповая труба
charset:pockettable, Pocket Crafting Table
charset:barrel, Barrel
charset:barrelcart:0, Barrel Cart: Hopping Infinite Бедрок Barrel
charset:barrelcart:0, Barrel Cart: Дуб Barrel
charset:icon, a
ichunutil:compact_porkchop, Компактная сырая свиная отбивная
betterbuilderswands:wandstone, Stone Builder's Wand
betterbuilderswands:wandiron, Iron Builder's Wand
betterbuilderswands:wanddiamond:0, Diamond Builder's Wand
betterbuilderswands:wandunbreakable:12, Неразрушимый жезл
betterbuilderswands:wandunbreakable:13, Неразрушимый жезл
betterbuilderswands:wandunbreakable:14, Неразрушимый жезл
buildcraftenergy:glob_of_oil, item.globOil.name
buildcraftbuilders:snapshot:2, Строительный проект
buildcraftbuilders:snapshot:0, Чертёж
buildcraftbuilders:schematic_single:0, Схема одного блока
buildcraftbuilders:filler_planner, Планировщик заполнения
buildcraftbuilders:filler, Заполнитель
buildcraftbuilders:builder, Строитель
buildcraftbuilders:architect, Стол архитектора
buildcraftbuilders:library, Библиотека проектов
buildcraftbuilders:replacer, tile.replacerBlock.name
buildcraftbuilders:frame, Каркас
buildcraftbuilders:quarry, Карьер
buildcraftrobotics:zone_planner, Zone Planner
chiselsandbits:chisel_stone, Каменная стамеска
chiselsandbits:chisel_iron, Железная стамеска
chiselsandbits:chisel_gold, Золотая стамеска
chiselsandbits:chisel_diamond, Алмазная стамеска
chiselsandbits:positiveprint, Положительный дизайн обработки
chiselsandbits:negativeprint, Отрицательный дизайн обработки
chiselsandbits:mirrorprint, Зеркальный дизайн обработки
chiselsandbits:bit_bag, Мешочек для обработанных кусочков
chiselsandbits:wrench_wood, Деревянный ключ
chiselsandbits:bitsaw_diamond, Алмазная пила
chiselsandbits:block_bit:0, Обработанный кусочек - Камень
chiselsandbits:block_bit:0, Обработанный кусочек - Гранит
chiselsandbits:block_bit:0, Обработанный кусочек - Полированный гранит
chiselsandbits:block_bit:0, Обработанный кусочек - Диорит
chiselsandbits:block_bit:0, Обработанный кусочек - Полированный диорит
chiselsandbits:block_bit:0, Обработанный кусочек - Андезит
chiselsandbits:block_bit:0, Обработанный кусочек - Полированный андезит
chiselsandbits:block_bit:0, Обработанный кусочек - Дёрн
chiselsandbits:block_bit:0, Обработанный кусочек - Земля
chiselsandbits:block_bit:0, Обработанный кусочек - Каменистая земля
chiselsandbits:block_bit:0, Обработанный кусочек - Земля
chiselsandbits:block_bit:0, Обработанный кусочек - Булыжник
chiselsandbits:block_bit:0, Обработанный кусочек - Дубовые доски
chiselsandbits:block_bit:0, Обработанный кусочек - Еловые доски
chiselsandbits:block_bit:0, Обработанный кусочек - Берёзовые доски
chiselsandbits:block_bit:0, Обработанный кусочек - Доски из тропического дерева
chiselsandbits:block_bit:0, Обработанный кусочек - Акациевые доски
chiselsandbits:block_bit:0, Обработанный кусочек - Доски из тёмного дуба
chiselsandbits:block_bit:0, Обработанный кусочек - Песок
chiselsandbits:block_bit:0, Обработанный кусочек - Красный песок
chiselsandbits:block_bit:0, Обработанный кусочек - Гравий
chiselsandbits:block_bit:0, Обработанный кусочек - Золотая руда
chiselsandbits:block_bit:0, Обработанный кусочек - Железная руда
chiselsandbits:block_bit:0, Обработанный кусочек - Каменный уголь
chiselsandbits:block_bit:0, Обработанный кусочек - Дуб Верх/Низ
chiselsandbits:block_bit:0, Обработанный кусочек - Ель Верх/Низ
chiselsandbits:block_bit:0, Обработанный кусочек - Берёза Верх/Низ
chiselsandbits:block_bit:0, Обработанный кусочек - Тропическое дерево Верх/Низ
chiselsandbits:block_bit:0, Обработанный кусочек - Дубовые листья
chiselsandbits:block_bit:0, Обработанный кусочек - Хвоя
chiselsandbits:block_bit:0, Обработанный кусочек - Берёзовые листья
chiselsandbits:block_bit:0, Обработанный кусочек - Листья тропического дерева
chiselsandbits:block_bit:0, Обработанный кусочек - Губка
chiselsandbits:block_bit:0, Обработанный кусочек - Мокрая губка
chiselsandbits:block_bit:0, Обработанный кусочек - Стекло
chiselsandbits:block_bit:0, Обработанный кусочек - Лазуритовая руда
chiselsandbits:block_bit:0, Обработанный кусочек - Лазуритовый блок
chiselsandbits:block_bit:0, Обработанный кусочек - Песчаник
chiselsandbits:block_bit:0, Обработанный кусочек - Резной песчаник
chiselsandbits:block_bit:0, Обработанный кусочек - Гладкий песчаник
chiselsandbits:block_bit:0, Обработанный кусочек - Белая шерсть
chiselsandbits:block_bit:0, Обработанный кусочек - Оранжевая шерсть
chiselsandbits:block_bit:0, Обработанный кусочек - Пурпурная шерсть
chiselsandbits:block_bit:0, Обработанный кусочек - Голубая шерсть
chiselsandbits:block_bit:0, Обработанный кусочек - Жёлтая шерсть
chiselsandbits:block_bit:0, Обработанный кусочек - Лаймовая шерсть
chiselsandbits:block_bit:0, Обработанный кусочек - Розовая шерсть
chiselsandbits:block_bit:0, Обработанный кусочек - Серая шерсть
chiselsandbits:block_bit:0, Обработанный кусочек - Светло-серая шерсть
chiselsandbits:block_bit:0, Обработанный кусочек - Бирюзовая шерсть
chiselsandbits:block_bit:0, Обработанный кусочек - Фиолетовая шерсть
chiselsandbits:block_bit:0, Обработанный кусочек - Синяя шерсть
chiselsandbits:block_bit:0, Обработанный кусочек - Коричневая шерсть
chiselsandbits:block_bit:0, Обработанный кусочек - Зелёная шерсть
chiselsandbits:block_bit:0, Обработанный кусочек - Красная шерсть
chiselsandbits:block_bit:0, Обработанный кусочек - Чёрная шерсть
chiselsandbits:block_bit:0, Обработанный кусочек - Золотой блок
chiselsandbits:block_bit:0, Обработанный кусочек - Железный блок
chiselsandbits:block_bit:0, Обработанный кусочек - Кирпичи
chiselsandbits:block_bit:0, Обработанный кусочек - Oak Bookshelf
chiselsandbits:block_bit:0, Обработанный кусочек - Замшелый булыжник
chiselsandbits:block_bit:0, Обработанный кусочек - Обсидиан
chiselsandbits:block_bit:0, Обработанный кусочек - Алмазная руда
chiselsandbits:block_bit:0, Обработанный кусочек - Алмазный блок
chiselsandbits:block_bit:0, Обработанный кусочек - Верстак
chiselsandbits:block_bit:0, Обработанный кусочек - Редстоуновая руда
chiselsandbits:block_bit:0, Обработанный кусочек - Лёд
chiselsandbits:block_bit:0, Обработанный кусочек - Снег
chiselsandbits:block_bit:0, Обработанный кусочек - Глина
chiselsandbits:block_bit:0, Обработанный кусочек - Незерит
chiselsandbits:block_bit:0, Обработанный кусочек - Светокамень
chiselsandbits:block_bit:0, Обработанный кусочек - Белое стекло
chiselsandbits:block_bit:0, Обработанный кусочек - Оранжевое стекло
chiselsandbits:block_bit:0, Обработанный кусочек - Пурпурное стекло
chiselsandbits:block_bit:0, Обработанный кусочек - Голубое стекло
chiselsandbits:block_bit:0, Обработанный кусочек - Жёлтое стекло
chiselsandbits:block_bit:0, Обработанный кусочек - Лаймовое стекло
chiselsandbits:block_bit:0, Обработанный кусочек - Розовое стекло
chiselsandbits:block_bit:0, Обработанный кусочек - Серое стекло
chiselsandbits:block_bit:0, Обработанный кусочек - Светло-серое стекло
chiselsandbits:block_bit:0, Обработанный кусочек - Бирюзовое стекло
chiselsandbits:block_bit:0, Обработанный кусочек - Фиолетовое стекло
chiselsandbits:block_bit:0, Обработанный кусочек - Синее стекло
chiselsandbits:block_bit:0, Обработанный кусочек - Коричневое стекло
chiselsandbits:block_bit:0, Обработанный кусочек - Зелёное стекло
chiselsandbits:block_bit:0, Обработанный кусочек - Красное стекло
chiselsandbits:block_bit:0, Обработанный кусочек - Чёрное стекло
chiselsandbits:block_bit:0, Обработанный кусочек - Камень с монстрами
chiselsandbits:block_bit:0, Обработанный кусочек - Камень с монстрами
chiselsandbits:block_bit:0, Обработанный кусочек - Камень с монстрами
chiselsandbits:block_bit:0, Обработанный кусочек - Камень с монстрами
chiselsandbits:block_bit:0, Обработанный кусочек - Камень с монстрами
chiselsandbits:block_bit:0, Обработанный кусочек - Камень с монстрами
chiselsandbits:block_bit:0, Обработанный кусочек - Каменные кирпичи
chiselsandbits:block_bit:0, Обработанный кусочек - Замшелые каменные кирпичи
chiselsandbits:block_bit:0, Обработанный кусочек - Потрескавшиеся каменные кирпичи
chiselsandbits:block_bit:0, Обработанный кусочек - Резные каменные кирпичи
chiselsandbits:block_bit:0, Обработанный кусочек - Арбуз
chiselsandbits:block_bit:0, Обработанный кусочек - Мицелий
chiselsandbits:block_bit:0, Обработанный кусочек - Незеритовые кирпичи
chiselsandbits:block_bit:0, Обработанный кусочек - Эндерняк
chiselsandbits:block_bit:0, Обработанный кусочек - Редстоуновый фонарь
chiselsandbits:block_bit:0, Обработанный кусочек - Изумрудная руда
chiselsandbits:block_bit:0, Обработанный кусочек - Изумрудный блок
chiselsandbits:block_bit:0, Обработанный кусочек - Редстоуновый блок
chiselsandbits:block_bit:0, Обработанный кусочек - Незер-кварцевая руда
chiselsandbits:block_bit:0, Обработанный кусочек - Кварцевый блок
chiselsandbits:block_bit:0, Обработанный кусочек - Резной кварцевый блок
chiselsandbits:block_bit:0, Обработанный кусочек - Кварцевая колонна
chiselsandbits:block_bit:0, Обработанный кусочек - Белая керамика
chiselsandbits:block_bit:0, Обработанный кусочек - Оранжевая керамика
chiselsandbits:block_bit:0, Обработанный кусочек - Пурпурная керамика
chiselsandbits:block_bit:0, Обработанный кусочек - Голубая керамика
chiselsandbits:block_bit:0, Обработанный кусочек - Жёлтая керамика
chiselsandbits:block_bit:0, Обработанный кусочек - Лаймовая керамика
chiselsandbits:block_bit:0, Обработанный кусочек - Розовая керамика
chiselsandbits:block_bit:0, Обработанный кусочек - Серая керамика
chiselsandbits:block_bit:0, Обработанный кусочек - Светло-серая керамика
chiselsandbits:block_bit:0, Обработанный кусочек - Бирюзовая керамика
chiselsandbits:block_bit:0, Обработанный кусочек - Фиолетовая керамика
chiselsandbits:block_bit:0, Обработанный кусочек - Синяя керамика
chiselsandbits:block_bit:0, Обработанный кусочек - Коричневая керамика
chiselsandbits:block_bit:0, Обработанный кусочек - Зелёная керамика
chiselsandbits:block_bit:0, Обработанный кусочек - Красная керамика
chiselsandbits:block_bit:0, Обработанный кусочек - Чёрная керамика
chiselsandbits:block_bit:0, Обработанный кусочек - Листья акации
chiselsandbits:block_bit:0, Обработанный кусочек - Листья тёмного дуба
chiselsandbits:block_bit:0, Обработанный кусочек - Акация Верх/Низ
chiselsandbits:block_bit:0, Обработанный кусочек - Тёмный дуб Верх/Низ
chiselsandbits:block_bit:0, Обработанный кусочек - Призмарин
chiselsandbits:block_bit:0, Обработанный кусочек - Призмариновые кирпичи
chiselsandbits:block_bit:0, Обработанный кусочек - Тёмный призмарин
chiselsandbits:block_bit:0, Обработанный кусочек - Морской фонарь
chiselsandbits:block_bit:0, Обработанный кусочек - Сноп сена Верх/Низ
chiselsandbits:block_bit:0, Обработанный кусочек - Терракота
chiselsandbits:block_bit:0, Обработанный кусочек - Угольный блок
chiselsandbits:block_bit:0, Обработанный кусочек - Плотный лёд
chiselsandbits:block_bit:0, Обработанный кусочек - Красный песчаник
chiselsandbits:block_bit:0, Обработанный кусочек - Резной красный песчаник
chiselsandbits:block_bit:0, Обработанный кусочек - Гладкий красный песчаник
chiselsandbits:block_bit:0, Обработанный кусочек - Пурпур
chiselsandbits:block_bit:0, Обработанный кусочек - Пурпуровый пилон Верх/Низ
chiselsandbits:block_bit:0, Обработанный кусочек - Эндерняковые кирпичи
chiselsandbits:block_bit:0, Обработанный кусочек - Блок нароста из Незера
chiselsandbits:block_bit:0, Обработанный кусочек - Красный незеритовый кирпич
chiselsandbits:block_bit:0, Обработанный кусочек - Костный блок Верх/Низ
chiselsandbits:block_bit:0, Обработанный кусочек - Наблюдатель Низ
chiselsandbits:block_bit:0, Обработанный кусочек - Белая глазурованная керамика Юг
chiselsandbits:block_bit:0, Обработанный кусочек - Оранжевая глазурованная керамика Юг
chiselsandbits:block_bit:0, Обработанный кусочек - Пурпурная глазурованная керамика Юг
chiselsandbits:block_bit:0, Обработанный кусочек - Голубая глазурованная керамика Юг
chiselsandbits:block_bit:0, Обработанный кусочек - Жёлтая глазурованная керамика Юг
chiselsandbits:block_bit:0, Обработанный кусочек - Лаймовая глазурованная керамика Юг
chiselsandbits:block_bit:0, Обработанный кусочек - Розовая глазурованная керамика Юг
chiselsandbits:block_bit:0, Обработанный кусочек - Серая глазурованная керамика Юг
chiselsandbits:block_bit:0, Обработанный кусочек - Светло-серая глазурованная керамика Юг
chiselsandbits:block_bit:0, Обработанный кусочек - Бирюзовая глазурованная керамика Юг
chiselsandbits:block_bit:0, Обработанный кусочек - Фиолетовая глазурованная керамика Юг
chiselsandbits:block_bit:0, Обработанный кусочек - Синяя глазурованная керамика Юг
chiselsandbits:block_bit:0, Обработанный кусочек - Коричневая глазурованная керамика Юг
chiselsandbits:block_bit:0, Обработанный кусочек - Зелёная глазурованная керамика Юг
chiselsandbits:block_bit:0, Обработанный кусочек - Красная глазурованная керамика Юг
chiselsandbits:block_bit:0, Обработанный кусочек - Чёрная глазурованная керамика Юг
chiselsandbits:block_bit:0, Обработанный кусочек - Белый бетон
chiselsandbits:block_bit:0, Обработанный кусочек - Оранжевый бетон
chiselsandbits:block_bit:0, Обработанный кусочек - Пурпурный бетон
chiselsandbits:block_bit:0, Обработанный кусочек - Голубой бетон
chiselsandbits:block_bit:0, Обработанный кусочек - Жёлтый бетон
chiselsandbits:block_bit:0, Обработанный кусочек - Лаймовый бетон
chiselsandbits:block_bit:0, Обработанный кусочек - Розовый бетон
chiselsandbits:block_bit:0, Обработанный кусочек - Серый бетон
chiselsandbits:block_bit:0, Обработанный кусочек - Светло-серый бетон
chiselsandbits:block_bit:0, Обработанный кусочек - Бирюзовый бетон
chiselsandbits:block_bit:0, Обработанный кусочек - Фиолетовый бетон
chiselsandbits:block_bit:0, Обработанный кусочек - Синий бетон
chiselsandbits:block_bit:0, Обработанный кусочек - Коричневый бетон
chiselsandbits:block_bit:0, Обработанный кусочек - Зелёный бетон
chiselsandbits:block_bit:0, Обработанный кусочек - Красный бетон
chiselsandbits:block_bit:0, Обработанный кусочек - Чёрный бетон
chiselsandbits:block_bit:0, Обработанный кусочек - Белый цемент
chiselsandbits:block_bit:0, Обработанный кусочек - Оранжевый цемент
chiselsandbits:block_bit:0, Обработанный кусочек - Пурпурный цемент
chiselsandbits:block_bit:0, Обработанный кусочек - Голубой цемент
chiselsandbits:block_bit:0, Обработанный кусочек - Жёлтый цемент
chiselsandbits:block_bit:0, Обработанный кусочек - Лаймовый цемент
chiselsandbits:block_bit:0, Обработанный кусочек - Розовый цемент
chiselsandbits:block_bit:0, Обработанный кусочек - Серый цемент
chiselsandbits:block_bit:0, Обработанный кусочек - Светло-серый цемент
chiselsandbits:block_bit:0, Обработанный кусочек - Бирюзовый цемент
chiselsandbits:block_bit:0, Обработанный кусочек - Фиолетовый цемент
chiselsandbits:block_bit:0, Обработанный кусочек - Синий цемент
chiselsandbits:block_bit:0, Обработанный кусочек - Коричневый цемент
chiselsandbits:block_bit:0, Обработанный кусочек - Зелёный цемент
chiselsandbits:block_bit:0, Обработанный кусочек - Красный цемент
chiselsandbits:block_bit:0, Обработанный кусочек - Чёрный цемент
chiselsandbits:block_bit:0, Обработанный кусочек - Медная руда
chiselsandbits:block_bit:0, Обработанный кусочек - Оловянная руда
chiselsandbits:block_bit:0, Обработанный кусочек - Свинцовая руда
chiselsandbits:block_bit:0, Обработанный кусочек - Урановая руда
chiselsandbits:block_bit:0, Обработанный кусочек - Базальт
chiselsandbits:block_bit:0, Обработанный кусочек - Бронзовый блок
chiselsandbits:block_bit:0, Обработанный кусочек - Медный блок
chiselsandbits:block_bit:0, Обработанный кусочек - Свинцовый блок
chiselsandbits:block_bit:0, Обработанный кусочек - Стальной блок
chiselsandbits:block_bit:0, Обработанный кусочек - Оловянный блок
chiselsandbits:block_bit:0, Обработанный кусочек - Урановый блок
chiselsandbits:block_bit:0, Обработанный кусочек - Укреплённый камень
chiselsandbits:block_bit:0, Обработанный кусочек - Базовый корпус машины
chiselsandbits:block_bit:0, Обработанный кусочек - Улучшенный корпус машины
chiselsandbits:block_bit:0, Обработанный кусочек - Укреплённое стекло
chiselsandbits:block_bit:0, Обработанный кусочек - Блок алюминиевой бронзы
chiselsandbits:block_bit:0, Обработанный кусочек - Блок алюминида титана
chiselsandbits:block_bit:0, Обработанный кусочек - Блок красной латуни
chiselsandbits:block_bit:0, Обработанный кусочек - Блок мунц-металла
chiselsandbits:block_bit:0, Обработанный кусочек - Нихромовый блок
chiselsandbits:block_bit:0, Обработанный кусочек - Алькледный блок
chiselsandbits:block_bit:0, Обработанный кусочек - Блок ванадиево-алюминиевого сплава
chiselsandbits:block_bit:0, Обработанный кусочек - Виталлиевый блок
chiselsandbits:block_bit:0, Обработанный кусочек - Дюралюминиевый блок
chiselsandbits:block_bit:0, Обработанный кусочек - Ферромарганцевый блок
chiselsandbits:block_bit:0, Обработанный кусочек - Михаловый блок
chiselsandbits:block_bit:0, Обработанный кусочек - Алюминиевый блок
chiselsandbits:block_bit:0, Обработанный кусочек - Ванадиевый блок
chiselsandbits:block_bit:0, Обработанный кусочек - Вольфрамовый блок
chiselsandbits:block_bit:0, Обработанный кусочек - Инварный блок
chiselsandbits:block_bit:0, Обработанный кусочек - Каравковый блок
chiselsandbits:block_bit:0, Обработанный кусочек - Кобальтовый блок
chiselsandbits:block_bit:0, Обработанный кусочек - Магниевый блок
chiselsandbits:block_bit:0, Обработанный кусочек - Никелевый блок
chiselsandbits:block_bit:0, Обработанный кусочек - Платиновый блок
chiselsandbits:block_bit:0, Обработанный кусочек - Титановый блок
chiselsandbits:block_bit:0, Обработанный кусочек - Хромовый блок
chiselsandbits:block_bit:0, Обработанный кусочек - Шпинелевый блок
chiselsandbits:block_bit:0, Обработанный кусочек - Электрумовый блок
chiselsandbits:block_bit:0, Обработанный кусочек - Серебряный блок
chiselsandbits:block_bit:0, Обработанный кусочек - Цинковый блок
chiselsandbits:block_bit:0, Обработанный кусочек - Марганцевый блок
chiselsandbits:block_bit:0, Обработанный кусочек - Иридиевый блок
chiselsandbits:block_bit:0, Обработанный кусочек - Германиевый блок
chiselsandbits:block_bit:0, Обработанный кусочек - Рубиновый блок
chiselsandbits:block_bit:0, Обработанный кусочек - Сапфировый блок
chiselsandbits:block_bit:0, Обработанный кусочек - Топазовый блок
chiselsandbits:block_bit:0, Обработанный кусочек - Рубиновая руда
chiselsandbits:block_bit:0, Обработанный кусочек - Сапфировая руда
chiselsandbits:block_bit:0, Обработанный кусочек - Топазовая руда
chiselsandbits:block_bit:0, Обработанный кусочек - Михаловая руда
chiselsandbits:block_bit:0, Обработанный кусочек - Алюминиевая руда
chiselsandbits:block_bit:0, Обработанный кусочек - Ванадиевая руда
chiselsandbits:block_bit:0, Обработанный кусочек - Вольфрамовая руда
chiselsandbits:block_bit:0, Обработанный кусочек - Кобальтовая руда
chiselsandbits:block_bit:0, Обработанный кусочек - Магниевая руда
chiselsandbits:block_bit:0, Обработанный кусочек - Никелевая руда
chiselsandbits:block_bit:0, Обработанный кусочек - Платиновая руда
chiselsandbits:block_bit:0, Обработанный кусочек - Титановая руда
chiselsandbits:block_bit:0, Обработанный кусочек - Хромовая руда
chiselsandbits:block_bit:0, Обработанный кусочек - Шпинелевая руда
chiselsandbits:block_bit:0, Обработанный кусочек - Серебряная руда
chiselsandbits:block_bit:0, Обработанный кусочек - Цинковая руда
chiselsandbits:block_bit:0, Обработанный кусочек - Марганцевая руда
chiselsandbits:block_bit:0, Обработанный кусочек - Иридиевая руда
chiselsandbits:block_bit:0, Обработанный кусочек - Германиевая руда
chiselsandbits:block_bit:0, Обработанный кусочек - Магнетит
chiselsandbits:block_bit:0, Обработанный кусочек - Калаверит
chiselsandbits:block_bit:0, Обработанный кусочек - Галенит
chiselsandbits:block_bit:0, Обработанный кусочек - Никелит
chiselsandbits:block_bit:0, Обработанный кусочек - Пирит
chiselsandbits:block_bit:0, Обработанный кусочек - Кварцит
chiselsandbits:block_bit:0, Обработанный кусочек - Уранит
chiselsandbits:block_bit:0, Обработанный кусочек - Азурит
chiselsandbits:block_bit:0, Обработанный кусочек - Родонит
chiselsandbits:block_bit:0, Обработанный кусочек - Альфильдит
chiselsandbits:block_bit:0, Обработанный кусочек - Эвксенит
chiselsandbits:block_bit:0, Обработанный кусочек - Смитсонит
chiselsandbits:block_bit:0, Обработанный кусочек - Ильменит
chiselsandbits:block_bit:0, Обработанный кусочек - Тодорокит
chiselsandbits:block_bit:0, Обработанный кусочек - Ферроавгит
chiselsandbits:block_bit:0, Обработанный кусочек - Шеелит
chiselsandbits:block_bit:0, Обработанный кусочек - Америциевая руда
chiselsandbits:block_bit:0, Обработанный кусочек - Нептуниевая руда
chiselsandbits:block_bit:0, Обработанный кусочек - Кюриевая руда
chiselsandbits:block_bit:0, Обработанный кусочек - Нефтяная жила
chiselsandbits:block_bit:0, Обработанный кусочек - Ториевая руда
chiselsandbits:block_bit:0, Обработанный кусочек - Сжатый верстак
chiselsandbits:block_bit:0, Обработанный кусочек - Дважды сжатый верстак
chiselsandbits:block_bit:0, Обработанный кусочек - Блок нейтрония
chiselsandbits:block_bit:0, Обработанный кусочек - Блок бесконечности
chiselsandbits:block_bit:0, Обработанный кусочек - Кристалическая матрица
chiselsandbits:block_bit:0, Обработанный кусочек - Апатитовая руда
chiselsandbits:block_bit:0, Обработанный кусочек - Медная руда
chiselsandbits:block_bit:0, Обработанный кусочек - Оловянная руда
chiselsandbits:block_bit:0, Обработанный кусочек - Апатитовый блок
chiselsandbits:block_bit:0, Обработанный кусочек - Медный блок
chiselsandbits:block_bit:0, Обработанный кусочек - Оловянный блок
chiselsandbits:block_bit:0, Обработанный кусочек - Бронзовый блок
chiselsandbits:block_bit:0, Обработанный кусочек - Кирпичи из золы
chiselsandbits:block_bit:0, Обработанный кусочек - Блок медовых сот
chiselsandbits:block_bit:0, Обработанный кусочек - Блок кипящих сот
chiselsandbits:block_bit:0, Обработанный кусочек - Блок вязких сот
chiselsandbits:block_bit:0, Обработанный кусочек - Блок морозных сот
chiselsandbits:block_bit:0, Обработанный кусочек - Блок капающих сот
chiselsandbits:block_bit:0, Обработанный кусочек - Блок шелковистых сот
chiselsandbits:block_bit:0, Обработанный кусочек - Блок пересохших сот
chiselsandbits:block_bit:0, Обработанный кусочек - Блок замшелых сот
chiselsandbits:block_bit:0, Обработанный кусочек - Блок спелых сот
chiselsandbits:block_bit:0, Обработанный кусочек - Древесина лиственницы Верх/Низ
chiselsandbits:block_bit:0, Обработанный кусочек - Древесина тикового дерева Верх/Низ
chiselsandbits:block_bit:0, Обработанный кусочек - Древесина акации Верх/Низ
chiselsandbits:block_bit:0, Обработанный кусочек - Древесина липы Верх/Низ
chiselsandbits:block_bit:0, Обработанный кусочек - Древесина каштана Верх/Низ
chiselsandbits:block_bit:0, Обработанный кусочек - Древесина дерева Венге Верх/Низ
chiselsandbits:block_bit:0, Обработанный кусочек - Древесина баобаба Верх/Низ
